"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",1,"failure",67.5,7,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",0,"normal",10,8,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",1,"failure",10,8,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",0,"normal",90,6,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",1,"failure",92.5,5,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Preacher Curl (Machine)",,"Começar próxima 40kg. pino no 4",0,"normal",47.5,6,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Preacher Curl (Machine)",,"Começar próxima 40kg. pino no 4",1,"failure",37.5,5,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Triceps Rope Pushdown",,"",0,"normal",14.5,9,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Triceps Rope Pushdown",,"",1,"failure",15,9,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Cable Crunch",,"",0,"failure",17.5,13,,,
"Upper - sexta-feira","27 Jun 2025, 17:19","27 Jun 2025, 18:50","","Cable Crunch",,"",1,"failure",20,11,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Squat (Barbell)",,"",0,"normal",100,9,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Squat (Barbell)",,"",1,"failure",100,8,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Leg Press (Machine)",,"",0,"normal",120,9,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Leg Press (Machine)",,"",1,"failure",120,7,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Lying Leg Curl (Machine)",,"",0,"normal",32.5,9,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Lying Leg Curl (Machine)",,"",1,"failure",32.5,8,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Leg Extension (Machine)",,"",0,"normal",70,9,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Leg Extension (Machine)",,"",1,"failure",70,9,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Calf Extension (Machine)",,"",0,"normal",140,11,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Calf Extension (Machine)",,"",1,"normal",140,10,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Calf Extension (Machine)",,"",2,"failure",140,10,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Cable Crunch",,"",0,"failure",10,13,,,
"Leg day - quarta-feira","25 Jun 2025, 19:11","25 Jun 2025, 20:14","","Cable Crunch",,"",1,"failure",15,12,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Bench Press (Barbell)",,"",0,"normal",70,7,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Bench Press (Barbell)",,"",1,"failure",70,6,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Seated Chest Flys (Cable)",,"",0,"normal",8,8,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Seated Chest Flys (Cable)",,"",1,"failure",8,7,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Seated Shoulder Press (Machine)",,"",0,"normal",45,11,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Seated Shoulder Press (Machine)",,"",1,"failure",47.5,7,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Upright Row (Barbell)",,"",0,"normal",50,9,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Upright Row (Barbell)",,"",1,"failure",50,8,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Skullcrusher (Barbell)",,"",0,"normal",40,6,,,
"Push day - terça","24 Jun 2025, 17:45","24 Jun 2025, 19:34","","Skullcrusher (Barbell)",,"",1,"failure",40,5,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",47.5,8,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Seated Cable Row - Bar Wide Grip",,"",1,"failure",50,7,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Pull Up (Weighted)",,"",0,"normal",5,6,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Pull Up (Weighted)",,"",1,"failure",5,5,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","pull around Ilíaco",,"",0,"normal",28,8,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","pull around Ilíaco",,"",1,"failure",28,7,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",10,13,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Chest Supported Y Raise (Dumbbell)",,"",1,"failure",10,9,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Single Arm Curl (Cable)",,"",0,"normal",10,8,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Single Arm Curl (Cable)",,"",1,"failure",8,8,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Cable Crunch",,"",0,"failure",23,10,,,
"Pull day - segunda-feira","23 Jun 2025, 19:35","23 Jun 2025, 21:06","","Cable Crunch",,"",1,"failure",23,10,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,7,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",50,7,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",0,"normal",65,9,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",1,"failure",65,6,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",0,"normal",9.25,10,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",1,"failure",9.25,10,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",0,"normal",87.5,6,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",1,"failure",87.5,6,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Preacher Curl (Machine)",,"Exagerou. pino no 4",0,"normal",47.5,6,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Preacher Curl (Machine)",,"Exagerou. pino no 4",1,"failure",37.5,5,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Triceps Rope Pushdown",,"",0,"normal",13,11,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Triceps Rope Pushdown",,"",1,"failure",14.5,8,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Cable Crunch",,"",0,"failure",25,12,,,
"Upper - sexta-feira","20 Jun 2025, 12:52","20 Jun 2025, 14:25","","Cable Crunch",,"",1,"failure",25,10,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Bench Press (Barbell)",,"",0,"normal",85,4,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Bench Press (Barbell)",,"",1,"failure",70,9,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Seated Chest Flys (Cable)",,"",0,"normal",11.25,8,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Seated Chest Flys (Cable)",,"",1,"failure",11.25,7,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Seated Shoulder Press (Machine)",,"",0,"normal",52.5,7,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Seated Shoulder Press (Machine)",,"",1,"failure",52.5,5,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Upright Row (Barbell)",,"",0,"normal",50,10,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Upright Row (Barbell)",,"",1,"failure",52.5,7,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Skullcrusher (Barbell)",,"",0,"normal",40,6,,,
"Push day - terça","17 Jun 2025, 16:21","17 Jun 2025, 17:57","","Skullcrusher (Barbell)",,"",1,"failure",40,7,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",62.5,7,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Seated Cable Row - Bar Wide Grip",,"",1,"failure",65,7,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Pull Up (Weighted)",,"",0,"normal",10,7,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Pull Up (Weighted)",,"",1,"failure",10,6,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","pull around Ilíaco",,"",0,"normal",29.25,8,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","pull around Ilíaco",,"",1,"failure",30,7,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",10,12,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Chest Supported Y Raise (Dumbbell)",,"",1,"failure",10,11,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Single Arm Curl (Cable)",,"",0,"normal",11.25,9,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Single Arm Curl (Cable)",,"",1,"failure",11.25,8,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Cable Crunch",,"",0,"failure",26.25,14,,,
"Pull day - segunda-feira","16 Jun 2025, 17:05","16 Jun 2025, 19:02","","Cable Crunch",,"",1,"failure",28,10,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Deadlift (Barbell)",,"",0,"normal",150,7,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Deadlift (Barbell)",,"",1,"failure",155,6,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Extensão Quadril Banco Romano",,"",0,"normal",47.5,9,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Extensão Quadril Banco Romano",,"",1,"failure",50,8,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Seated Leg Curl (Machine)",,"",0,"normal",55,9,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Seated Leg Curl (Machine)",,"",1,"failure",57.5,7,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Leg Extension (Machine)",,"",0,"normal",92.5,8,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Leg Extension (Machine)",,"",1,"failure",92.5,7,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Seated Calf Raise",,"",0,"normal",87.5,11,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Seated Calf Raise",,"",1,"normal",87.5,10,,,
"Legs sábado","14 Jun 2025, 14:17","14 Jun 2025, 15:44","","Seated Calf Raise",,"",2,"failure",90,10,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Seated Cable Row - V Grip (Cable)",,"Tive q fazer back off set. Começar 65 próx talvez",0,"normal",47.5,8,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Seated Cable Row - V Grip (Cable)",,"Tive q fazer back off set. Começar 65 próx talvez",1,"failure",50,6,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",0,"normal",65,8,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",1,"failure",67.5,7,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",0,"normal",9.25,10,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",1,"failure",9.25,10,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",0,"normal",85,7,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",1,"failure",87.5,6,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Preacher Curl (Machine)",,"Exagerou. pino no 4",0,"normal",47.5,6,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Preacher Curl (Machine)",,"Exagerou. pino no 4",1,"failure",47.5,5,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",0,"normal",13,10,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",1,"failure",13,9,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Cable Crunch",,"",0,"failure",25,12,,,
"Upper - sexta-feira","13 Jun 2025, 18:32","13 Jun 2025, 19:57","","Cable Crunch",,"",1,"failure",25,13,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Squat (Barbell)",,"",0,"normal",140,6,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Squat (Barbell)",,"",1,"failure",140,6,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Leg Press (Machine)",,"",0,"normal",140,9,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Leg Press (Machine)",,"",1,"failure",160,6,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Lying Leg Curl (Machine)",,"",0,"normal",30,10,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Lying Leg Curl (Machine)",,"",1,"failure",32.5,8,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Leg Extension (Machine)",,"",0,"normal",92.5,8,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Leg Extension (Machine)",,"",1,"failure",92.5,7,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Calf Extension (Machine)",,"",0,"normal",180,10,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Calf Extension (Machine)",,"",1,"normal",180,8,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Calf Extension (Machine)",,"",2,"failure",140,10,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Cable Crunch",,"",0,"failure",18,13,,,
"Leg day - quarta-feira","11 Jun 2025, 18:27","11 Jun 2025, 20:08","","Cable Crunch",,"",1,"failure",20,13,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Bench Press (Barbell)",,"",0,"normal",80,7,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Bench Press (Barbell)",,"",1,"failure",85,5,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Seated Chest Flys (Cable)",,"",0,"normal",13,6,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Seated Chest Flys (Cable)",,"",1,"failure",10,8,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Seated Shoulder Press (Machine)",,"",0,"normal",50,8,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Seated Shoulder Press (Machine)",,"",1,"failure",52.5,5,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Upright Row (Barbell)",,"",0,"normal",50,9,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Upright Row (Barbell)",,"",1,"failure",52.5,6,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Skullcrusher (Barbell)",,"",0,"normal",40,6,,,
"Push day - terça","10 Jun 2025, 17:10","10 Jun 2025, 18:25","","Skullcrusher (Barbell)",,"",1,"failure",40,6,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Seated Cable Row - Bar Wide Grip",,"Execução perfeita, mantenha",0,"normal",55,9,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Seated Cable Row - Bar Wide Grip",,"Execução perfeita, mantenha",1,"failure",60,7,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Pull Up (Weighted)",,"",0,"normal",10,6,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Pull Up (Weighted)",,"",1,"failure",10,5,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","pull around Ilíaco",,"",0,"normal",28,8,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","pull around Ilíaco",,"",1,"failure",29.25,8,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",8,13,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Chest Supported Y Raise (Dumbbell)",,"",1,"failure",10,9,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Single Arm Curl (Cable)",,"Manter carga aumentar reps",0,"normal",11.25,8,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Single Arm Curl (Cable)",,"Manter carga aumentar reps",1,"failure",11.25,8,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Cable Crunch",,"",0,"failure",25,14,,,
"Pull day - segunda-feira","9 Jun 2025, 16:27","9 Jun 2025, 17:54","","Cable Crunch",,"",1,"failure",26.25,12,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Deadlift (Barbell)",,"",0,"normal",140,8,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Deadlift (Barbell)",,"",1,"failure",150,4,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Extensão Quadril Banco Romano",,"",0,"normal",47.5,8,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Extensão Quadril Banco Romano",,"",1,"failure",50,7,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Seated Leg Curl (Machine)",,"",0,"normal",50,11,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Seated Leg Curl (Machine)",,"",1,"failure",55,7,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Leg Extension (Machine)",,"",0,"normal",90,9,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Leg Extension (Machine)",,"",1,"failure",92.5,7,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Seated Calf Raise",,"",0,"normal",85,10,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Seated Calf Raise",,"",1,"normal",85,10,,,
"Legs sábado","7 Jun 2025, 14:51","7 Jun 2025, 16:18","","Seated Calf Raise",,"",2,"failure",87.5,10,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Squat (Barbell)",,"",0,"normal",150,4,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Squat (Barbell)",,"",1,"failure",112.5,7,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Leg Press (Machine)",,"",0,"normal",160,9,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Leg Press (Machine)",,"",1,"failure",180,5,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Lying Leg Curl (Machine)",,"",0,"normal",40,9,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Lying Leg Curl (Machine)",,"",1,"failure",42.5,6,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Leg Extension (Machine)",,"",0,"normal",90,8,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Leg Extension (Machine)",,"",1,"failure",90,7,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Calf Extension (Machine)",,"",0,"normal",180,10,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Calf Extension (Machine)",,"",1,"normal",180,10,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Calf Extension (Machine)",,"",2,"failure",180,9,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Cable Crunch",,"",0,"failure",29.25,13,,,
"Leg day - quarta-feira","4 Jun 2025, 17:58","4 Jun 2025, 19:25","","Cable Crunch",,"",1,"failure",30,10,,,
"Push day - terça","3 Jun 2025, 16:41","3 Jun 2025, 17:40","","Bench Press (Barbell)",,"Começar 85kg obrigatório mesmo de vdd",0,"normal",90,3,,,
"Push day - terça","3 Jun 2025, 16:41","3 Jun 2025, 17:40","","Bench Press (Barbell)",,"Começar 85kg obrigatório mesmo de vdd",1,"failure",70,10,,,
"Push day - terça","3 Jun 2025, 16:41","3 Jun 2025, 17:40","","Seated Chest Flys (Cable)",,"",0,"normal",14.25,8,,,
"Push day - terça","3 Jun 2025, 16:41","3 Jun 2025, 17:40","","Seated Chest Flys (Cable)",,"",1,"failure",14.25,5,,,
